iter	Weibull_scale_IR(1.1)	Weibull_scale_IR(1.2)	Weibull_scale_SR(2.1)	Weibull_scale_SR(2.2)	Weibull_scale_ER(3.1)	Weibull_slope_ER(3.1)	Weibull_scale_ER(3.2)	Weibull_slope_ER(3.2)	LnPrior	LnData	LnPosterior
877	0.190754	0.169276	2.50758	3.17944	2.8322	1.76681	3.30933	1.64646	-1.271388e+001	-1.236544e+002	-1.363682e+002
878	0.190754	0.177196	2.50758	3.17944	2.8322	1.62904	3.30933	1.55632	-1.271388e+001	-1.246118e+002	-1.373257e+002
879	0.190754	0.177196	2.50758	3.17944	2.8322	1.62904	3.50394	1.57093	-1.271388e+001	-1.253165e+002	-1.380303e+002
880	0.145841	0.177196	2.50758	3.13031	2.8322	1.62904	3.32934	1.6991	-1.271388e+001	-1.241477e+002	-1.368616e+002
881	0.145841	0.177196	2.50758	2.79859	2.98668	1.62904	3.11464	1.6991	-1.271388e+001	-1.231474e+002	-1.358613e+002
882	0.147629	0.177196	2.84584	2.79859	2.98668	1.62904	3.11464	1.76754	-1.271388e+001	-1.226130e+002	-1.353269e+002
883	0.189428	0.177196	2.84584	2.79859	2.91406	1.50926	3.11464	1.7701	-1.271388e+001	-1.250032e+002	-1.377171e+002
884	0.179351	0.177196	2.84584	2.83674	2.91406	1.50926	3.11464	1.7701	-1.271388e+001	-1.239527e+002	-1.366666e+002
885	0.179351	0.177196	2.84584	2.83674	2.91406	1.87987	3.11464	1.7701	-1.271388e+001	-1.243412e+002	-1.370551e+002
886	0.205017	0.173329	2.84584	2.83674	2.91406	1.78508	3.11464	1.83819	-1.271388e+001	-1.264128e+002	-1.391267e+002
887	0.162488	0.173329	2.85249	2.83674	2.91406	1.78508	3.11464	1.65406	-1.271388e+001	-1.222456e+002	-1.349595e+002
888	0.162488	0.173329	2.85249	3.36998	3.02005	1.78508	3.11464	1.65406	-1.271388e+001	-1.239615e+002	-1.366753e+002
889	0.139606	0.173329	2.52132	3.29127	2.93171	1.78508	3.11464	1.72965	-1.271388e+001	-1.241202e+002	-1.368341e+002
890	0.15931	0.173329	2.46514	3.29127	2.93171	1.78508	3.11464	1.8238	-1.271388e+001	-1.236806e+002	-1.363945e+002
891	0.15931	0.173329	3.03277	3.29127	2.93171	1.78508	3.11464	1.8238	-1.271388e+001	-1.236203e+002	-1.363341e+002
892	0.159678	0.173329	3.03277	2.75586	2.93171	1.8058	3.11464	1.62821	-1.271388e+001	-1.240797e+002	-1.367935e+002
893	0.148597	0.173329	2.95503	2.75586	2.84121	1.8058	3.11464	1.62821	-1.271388e+001	-1.234604e+002	-1.361743e+002
894	0.162622	0.173329	2.95503	2.85333	2.84121	1.8058	3.11464	1.62821	-1.271388e+001	-1.224193e+002	-1.351332e+002
895	0.162622	0.17645	2.95503	2.85333	2.84121	1.8058	3.11464	1.62821	-1.271388e+001	-1.224737e+002	-1.351875e+002
896	0.162622	0.17645	2.95503	2.85333	2.8508	1.8058	3.11464	1.70675	-1.271388e+001	-1.219669e+002	-1.346807e+002
897	0.162622	0.17645	2.55441	2.85333	2.8508	1.8058	3.11464	1.70675	-1.271388e+001	-1.219289e+002	-1.346428e+002
898	0.16256	0.17645	2.87282	2.85333	2.8508	1.92627	3.11464	1.6301	-1.271388e+001	-1.241697e+002	-1.368836e+002
899	0.16256	0.17645	2.87282	2.85333	2.64697	1.92627	3.11464	1.69837	-1.271388e+001	-1.218021e+002	-1.345160e+002
900	0.16324	0.19757	2.87282	2.85333	2.64697	1.84679	3.12986	1.66861	-1.271388e+001	-1.232154e+002	-1.359293e+002
901	0.16324	0.193719	2.87282	2.85333	2.52452	1.84679	3.12986	1.66861	-1.271388e+001	-1.240382e+002	-1.367521e+002
902	0.16324	0.193719	2.87282	2.85333	2.58225	1.90483	3.09567	1.79159	-1.271388e+001	-1.231686e+002	-1.358825e+002
903	0.16324	0.193719	2.87282	2.85333	2.58225	1.90483	3.10999	1.79159	-1.271388e+001	-1.232588e+002	-1.359726e+002
904	0.160234	0.193719	2.81745	2.85333	2.58225	1.88989	3.04948	1.79159	-1.271388e+001	-1.229172e+002	-1.356311e+002
905	0.160234	0.193719	2.81745	2.85333	2.58225	1.88989	3.04948	1.79159	-1.271388e+001	-1.229172e+002	-1.356311e+002
906	0.160234	0.193719	2.78229	2.86128	2.75246	1.78997	3.04948	1.79159	-1.271388e+001	-1.222826e+002	-1.349965e+002
907	0.160234	0.193719	2.78229	2.86128	2.76878	1.84039	3.04948	1.71112	-1.271388e+001	-1.225188e+002	-1.352326e+002
908	0.160234	0.193719	3.34704	2.78369	2.76878	1.84039	3.04948	1.71112	-1.271388e+001	-1.260195e+002	-1.387334e+002
909	0.150647	0.144747	3.34704	2.92144	2.76878	1.84039	3.04948	1.85724	-1.271388e+001	-1.270915e+002	-1.398054e+002
910	0.161729	0.144747	3.34704	3.08722	2.74421	1.84039	3.04948	1.74363	-1.271388e+001	-1.257925e+002	-1.385064e+002
911	0.142604	0.15695	3.34704	3.08722	2.74421	1.84039	3.05261	1.74363	-1.271388e+001	-1.256860e+002	-1.383999e+002
912	0.142604	0.15695	3.34704	2.82498	2.75589	1.84039	3.01582	1.74363	-1.271388e+001	-1.262226e+002	-1.389365e+002
913	0.142604	0.15695	3.34704	2.87252	2.75589	1.84039	3.08942	1.74363	-1.271388e+001	-1.260142e+002	-1.387280e+002
914	0.175405	0.15695	3.34704	2.75797	2.78061	1.84039	3.08942	1.74363	-1.271388e+001	-1.257289e+002	-1.384428e+002
915	0.175405	0.15695	2.12784	2.75797	2.78061	1.59104	2.90678	1.71462	-1.271388e+001	-1.294216e+002	-1.421355e+002
916	0.175405	0.172142	2.12784	2.75797	2.78061	1.71435	2.90678	1.71462	-1.271388e+001	-1.274205e+002	-1.401343e+002
917	0.175405	0.172142	2.12784	2.75797	2.78061	1.71435	2.90678	1.91595	-1.271388e+001	-1.267507e+002	-1.394646e+002
918	0.175405	0.172142	2.12784	2.75797	2.87857	1.71435	2.90678	1.95973	-1.271388e+001	-1.271066e+002	-1.398205e+002
919	0.160947	0.172142	2.12784	2.75797	2.87857	1.51099	2.90678	1.8406	-1.271388e+001	-1.282159e+002	-1.409298e+002
920	0.160947	0.172142	2.96005	2.75797	2.86565	1.51279	2.90678	1.8406	-1.271388e+001	-1.243845e+002	-1.370984e+002
921	0.166171	0.172142	2.71824	3.28981	2.89394	1.61488	2.90678	1.8406	-1.271388e+001	-1.217552e+002	-1.344691e+002
922	0.166171	0.172142	2.71824	3.05463	2.89394	1.61488	2.90678	1.87539	-1.271388e+001	-1.213492e+002	-1.340631e+002
923	0.166171	0.172142	2.95455	3.05463	2.89394	1.61488	2.95383	1.99039	-1.271388e+001	-1.235572e+002	-1.362710e+002
924	0.171482	0.172142	2.95455	3.05463	2.89394	1.76621	2.72315	2.0002	-1.271388e+001	-1.224707e+002	-1.351846e+002
925	0.171482	0.172142	2.95455	3.05463	2.89394	1.76621	2.88677	1.95053	-1.271388e+001	-1.222332e+002	-1.349471e+002
926	0.171482	0.172142	2.95455	3.0654	2.89394	1.76621	2.88677	1.95053	-1.271388e+001	-1.222347e+002	-1.349486e+002
927	0.177203	0.172142	2.95455	3.0654	2.89394	1.76621	2.78759	1.89215	-1.271388e+001	-1.224042e+002	-1.351181e+002
928	0.144911	0.172142	2.95455	3.0654	2.86781	1.76621	2.79739	1.86804	-1.271388e+001	-1.228254e+002	-1.355392e+002
929	0.144911	0.172142	2.82016	3.0654	2.86781	1.76621	2.83205	1.86804	-1.271388e+001	-1.222210e+002	-1.349349e+002
930	0.16983	0.172142	2.82016	3.0654	2.86781	1.76796	2.90968	1.68521	-1.271388e+001	-1.225613e+002	-1.352752e+002
931	0.155895	0.163413	2.82016	3.0654	2.86781	1.6426	2.90968	1.68521	-1.271388e+001	-1.229223e+002	-1.356362e+002
932	0.155895	0.163413	2.82016	2.8957	2.86781	1.6426	2.94794	1.68521	-1.271388e+001	-1.226897e+002	-1.354036e+002
933	0.155895	0.165148	2.82016	3.30722	2.86781	1.74324	3.08744	1.68521	-1.271388e+001	-1.217828e+002	-1.344967e+002
934	0.173586	0.165148	2.82016	3.30722	2.86781	1.74324	3.08744	1.68521	-1.271388e+001	-1.218277e+002	-1.345416e+002
935	0.173586	0.173682	2.82016	2.54569	2.67723	1.74324	3.08744	1.68521	-1.271388e+001	-1.242829e+002	-1.369968e+002
936	0.173586	0.173682	2.82016	2.70292	2.67723	1.74324	3.08744	1.68521	-1.271388e+001	-1.229575e+002	-1.356714e+002
937	0.173586	0.173682	2.82016	2.70292	2.67723	1.74324	3.22786	1.60848	-1.271388e+001	-1.232715e+002	-1.359854e+002
938	0.172089	0.172923	2.82016	2.70292	2.67723	1.74324	3.22786	1.60848	-1.271388e+001	-1.232040e+002	-1.359179e+002
939	0.172089	0.172923	2.91571	2.70292	2.67723	1.74324	3.36999	1.60848	-1.271388e+001	-1.237662e+002	-1.364800e+002
940	0.172089	0.172923	2.91571	2.70292	2.67723	1.74324	3.36999	1.5996	-1.271388e+001	-1.237515e+002	-1.364654e+002
941	0.172089	0.172923	2.73656	2.70292	2.67723	1.74324	3.34268	1.5996	-1.271388e+001	-1.233574e+002	-1.360713e+002
942	0.172089	0.172923	2.7621	3.19819	2.67723	1.74324	3.34268	1.5996	-1.271388e+001	-1.224106e+002	-1.351244e+002
943	0.186797	0.165501	2.62962	2.983	2.67962	1.74324	3.34268	1.50871	-1.271388e+001	-1.241900e+002	-1.369038e+002
944	0.130866	0.165501	2.54889	2.983	2.67962	1.74324	3.34268	1.56021	-1.271388e+001	-1.256419e+002	-1.383558e+002
945	0.125928	0.165501	2.54889	3.73627	2.67962	1.74324	3.40698	1.57827	-1.271388e+001	-1.302595e+002	-1.429733e+002
946	0.137376	0.165501	2.54889	3.73627	2.67962	1.74324	3.21473	1.7046	-1.271388e+001	-1.275619e+002	-1.402758e+002
947	0.137376	0.165501	2.54889	3.13466	2.67962	1.74324	3.21473	1.84417	-1.271388e+001	-1.262856e+002	-1.389995e+002
948	0.152798	0.165501	2.59677	3.13466	3.05635	1.58921	3.0709	1.84417	-1.271388e+001	-1.225474e+002	-1.352613e+002
949	0.152798	0.147391	2.59677	3.13466	3.16339	1.58921	3.0709	1.77671	-1.271388e+001	-1.238251e+002	-1.365390e+002
950	0.152798	0.147391	2.59677	3.13466	3.16339	1.58921	3.0709	1.79395	-1.271388e+001	-1.239192e+002	-1.366331e+002
951	0.152798	0.147391	2.59677	3.13466	3.16339	1.58921	3.03077	1.72279	-1.271388e+001	-1.238704e+002	-1.365843e+002
952	0.152798	0.147391	2.59677	3.09975	3.16339	1.58921	3.03346	1.72279	-1.271388e+001	-1.238236e+002	-1.365374e+002
953	0.184281	0.147391	2.41556	3.05358	2.97396	1.58921	3.03346	1.76424	-1.271388e+001	-1.246250e+002	-1.373389e+002
954	0.157927	0.178452	2.41556	3.05358	2.97396	1.58921	3.03346	1.76424	-1.271388e+001	-1.225276e+002	-1.352415e+002
955	0.166879	0.178452	2.41556	3.05358	2.94322	1.58921	3.03346	1.76424	-1.271388e+001	-1.225235e+002	-1.352374e+002
956	0.166879	0.178452	2.41556	3.05358	2.94322	1.58921	2.87835	1.99304	-1.271388e+001	-1.237208e+002	-1.364346e+002
957	0.177611	0.156544	2.41556	3.05358	2.94322	1.58921	2.71113	1.99304	-1.271388e+001	-1.242853e+002	-1.369992e+002
958	0.177611	0.167616	2.41556	3.05358	2.94322	1.5672	2.72543	1.99304	-1.271388e+001	-1.239651e+002	-1.366790e+002
959	0.165148	0.167616	3.22863	3.05358	2.94322	1.55364	2.72543	1.99304	-1.271388e+001	-1.246614e+002	-1.373753e+002
960	0.165148	0.167247	2.92668	3.05358	2.94322	1.55364	2.72543	1.85122	-1.271388e+001	-1.235943e+002	-1.363082e+002
961	0.165148	0.167247	2.81815	3.05358	2.94322	1.55364	2.72543	1.85122	-1.271388e+001	-1.233318e+002	-1.360457e+002
962	0.145881	0.167247	2.81815	3.05358	2.60269	1.63327	2.8447	1.80265	-1.271388e+001	-1.259316e+002	-1.386454e+002
963	0.162321	0.167247	2.30587	3.05358	2.60269	1.63327	2.8447	1.80265	-1.271388e+001	-1.271782e+002	-1.398921e+002
964	0.162321	0.181475	2.30587	3.05709	2.78677	1.63327	2.8447	1.78882	-1.271388e+001	-1.248209e+002	-1.375348e+002
965	0.162321	0.17029	2.30587	3.05709	2.78677	1.77522	3.12064	1.78882	-1.271388e+001	-1.232455e+002	-1.359594e+002
966	0.162321	0.17029	2.90656	3.05709	2.78677	1.77522	3.21485	1.78882	-1.271388e+001	-1.222981e+002	-1.350119e+002
967	0.145975	0.17029	2.90656	3.05709	2.78677	1.77522	3.25123	1.78882	-1.271388e+001	-1.236061e+002	-1.363200e+002
968	0.145975	0.17029	2.90656	3.05709	2.68181	1.77522	3.10601	1.73665	-1.271388e+001	-1.221924e+002	-1.349063e+002
969	0.145008	0.180262	2.90656	3.22407	2.68181	1.77522	3.02905	1.73665	-1.271388e+001	-1.227159e+002	-1.354298e+002
970	0.14927	0.180262	2.90656	3.22407	2.68181	1.77522	3.02905	1.73665	-1.271388e+001	-1.223444e+002	-1.350582e+002
971	0.159862	0.180262	2.90656	3.09959	2.68181	1.77522	3.02905	1.67764	-1.271388e+001	-1.220933e+002	-1.348072e+002
972	0.149638	0.180262	2.90656	3.09959	2.92625	1.77522	3.0571	1.79492	-1.271388e+001	-1.224380e+002	-1.351519e+002
973	0.149638	0.180262	2.90656	3.09959	2.92625	1.77522	3.0571	1.79492	-1.271388e+001	-1.224380e+002	-1.351519e+002
974	0.185358	0.180262	2.90656	3.09959	2.92625	1.77522	3.0571	1.79492	-1.271388e+001	-1.229274e+002	-1.356413e+002
975	0.185358	0.184693	2.90656	3.09959	2.92625	1.7544	3.0571	1.79492	-1.271388e+001	-1.229390e+002	-1.356529e+002
976	0.185358	0.177136	2.90656	3.30637	2.92625	1.7544	3.0571	1.79492	-1.271388e+001	-1.231203e+002	-1.358341e+002
977	0.180727	0.170305	2.90656	3.30637	2.92625	1.7544	3.0571	1.79492	-1.271388e+001	-1.226553e+002	-1.353692e+002
978	0.177967	0.188442	2.90656	3.30637	2.70261	1.7544	3.0571	1.92588	-1.271388e+001	-1.249537e+002	-1.376676e+002
979	0.177967	0.188442	2.90656	2.53536	2.70261	1.95144	3.0571	1.92588	-1.271388e+001	-1.275207e+002	-1.402346e+002
980	0.177967	0.15952	2.90656	2.53536	2.70261	1.95144	3.0571	1.72496	-1.271388e+001	-1.252107e+002	-1.379245e+002
981	0.174715	0.160602	2.90656	2.53536	2.70261	1.95144	3.0571	1.72496	-1.271388e+001	-1.249736e+002	-1.376874e+002
982	0.174715	0.160602	2.74169	2.53536	2.70261	1.95144	3.0571	1.72496	-1.271388e+001	-1.247246e+002	-1.374385e+002
983	0.174715	0.154545	2.74169	2.67025	2.70261	1.9405	3.0571	1.72496	-1.271388e+001	-1.237955e+002	-1.365094e+002
984	0.174715	0.154545	2.74169	2.67025	2.70261	1.82298	3.0571	1.72496	-1.271388e+001	-1.231399e+002	-1.358537e+002
985	0.174715	0.154545	2.83718	2.67025	2.70261	1.82298	3.0571	1.64982	-1.271388e+001	-1.238633e+002	-1.365772e+002
986	0.174715	0.166882	2.83718	2.67025	2.70261	1.82298	3.0571	1.64982	-1.271388e+001	-1.232372e+002	-1.359511e+002
987	0.174715	0.165521	2.20331	3.0069	2.70261	1.82298	3.21224	1.64982	-1.271388e+001	-1.247466e+002	-1.374605e+002
988	0.174715	0.165521	2.20331	3.0069	2.70261	1.75766	3.20686	1.64982	-1.271388e+001	-1.249679e+002	-1.376817e+002
989	0.174715	0.157145	3.09002	3.0069	2.68583	1.80677	3.20686	1.64982	-1.271388e+001	-1.230173e+002	-1.357311e+002
990	0.174715	0.173799	2.82051	3.0069	2.68583	1.80677	3.20686	1.64571	-1.271388e+001	-1.215348e+002	-1.342487e+002
991	0.154665	0.173799	2.87449	3.0069	2.68583	1.83463	3.20686	1.64571	-1.271388e+001	-1.215510e+002	-1.342649e+002
992	0.142798	0.187858	2.44089	3.0069	2.68583	1.69059	3.20686	1.64571	-1.271388e+001	-1.249625e+002	-1.376764e+002
993	0.142798	0.1869	2.86063	3.0069	2.68583	1.82636	3.29303	1.54364	-1.271388e+001	-1.237813e+002	-1.364952e+002
994	0.142798	0.1869	2.86063	3.0069	2.68583	1.87308	3.29303	1.49421	-1.271388e+001	-1.246634e+002	-1.373772e+002
995	0.165991	0.1869	2.86063	3.0069	2.68583	2.03056	3.29303	1.49421	-1.271388e+001	-1.252919e+002	-1.380058e+002
996	0.165166	0.152707	2.86063	3.0069	2.68583	1.74977	3.29303	1.49421	-1.271388e+001	-1.241065e+002	-1.368203e+002
997	0.165166	0.160437	2.75345	3.0069	2.68583	1.74977	3.24095	1.68635	-1.271388e+001	-1.219281e+002	-1.346420e+002
998	0.165166	0.183837	2.75345	3.0069	2.68583	1.71145	3.24095	1.68635	-1.271388e+001	-1.224167e+002	-1.351306e+002
999	0.158524	0.149299	2.57047	3.0069	2.68583	1.83551	3.24095	1.68635	-1.271388e+001	-1.228473e+002	-1.355612e+002
1000	0.158524	0.149299	2.62182	3.0069	2.68583	1.7508	3.24095	1.68635	-1.271388e+001	-1.230542e+002	-1.357680e+002
1001	0.158524	0.149574	2.47682	3.2633	2.68583	1.7508	3.24095	1.68635	-1.271388e+001	-1.239813e+002	-1.366952e+002
1002	0.158524	0.149574	2.47682	3.2633	2.68583	1.89806	3.24095	1.68635	-1.271388e+001	-1.237898e+002	-1.365037e+002
1003	0.158524	0.149574	2.53223	3.2633	2.80849	1.89806	3.33916	1.68635	-1.271388e+001	-1.250839e+002	-1.377978e+002
1004	0.158524	0.149574	2.53223	3.2633	2.80849	1.65458	3.33916	1.67896	-1.271388e+001	-1.243644e+002	-1.370783e+002
1005	0.158524	0.204748	2.53223	3.2633	2.80849	1.79504	3.33916	1.67896	-1.271388e+001	-1.251802e+002	-1.378941e+002
1006	0.158524	0.204748	3.02481	2.7657	2.80849	1.8055	3.33916	1.67896	-1.271388e+001	-1.258702e+002	-1.385841e+002
1007	0.165236	0.204748	3.02481	2.7657	2.80849	1.77745	3.33916	1.67896	-1.271388e+001	-1.256815e+002	-1.383954e+002
1008	0.165236	0.204748	3.02481	2.76083	2.80849	1.64559	3.33916	1.67896	-1.271388e+001	-1.262924e+002	-1.390063e+002
1009	0.165236	0.153909	2.8854	2.76083	2.80849	1.64559	3.33916	1.67896	-1.271388e+001	-1.240852e+002	-1.367990e+002
1010	0.170628	0.169764	2.73789	2.76083	2.80849	1.64559	3.33916	1.67896	-1.271388e+001	-1.232763e+002	-1.359902e+002
1011	0.170628	0.169764	2.73789	2.76083	2.80849	1.74055	3.23688	1.67896	-1.271388e+001	-1.219345e+002	-1.346484e+002
1012	0.170628	0.169764	3.09017	2.76083	2.67614	1.92524	3.20338	1.67896	-1.271388e+001	-1.233973e+002	-1.361112e+002
1013	0.170628	0.169764	2.48469	2.76083	2.67614	1.6787	3.20338	1.67896	-1.271388e+001	-1.240243e+002	-1.367382e+002
1014	0.170313	0.169764	2.48469	2.76083	2.98327	1.52581	3.20338	1.67896	-1.271388e+001	-1.236536e+002	-1.363675e+002
1015	0.175202	0.169764	2.48469	2.76083	2.98327	1.52581	2.93856	1.67896	-1.271388e+001	-1.249270e+002	-1.376408e+002
1016	0.175202	0.184559	2.48469	2.76083	2.98327	1.52581	2.93856	1.74402	-1.271388e+001	-1.244544e+002	-1.371682e+002
1017	0.151082	0.184559	2.48469	3.23501	2.9558	1.52581	2.93856	1.74402	-1.271388e+001	-1.242416e+002	-1.369554e+002
1018	0.196677	0.176573	2.48469	2.75542	2.9558	1.52581	3.05325	1.74402	-1.271388e+001	-1.258672e+002	-1.385811e+002
1019	0.196677	0.161392	2.48469	2.75542	2.9558	1.52581	3.05325	1.74402	-1.271388e+001	-1.260221e+002	-1.387360e+002
1020	0.196677	0.161392	2.48469	3.37189	2.9558	1.57315	3.05325	1.74402	-1.271388e+001	-1.254085e+002	-1.381224e+002
1021	0.197095	0.161392	2.48469	3.37189	2.9558	1.61325	2.99121	1.74402	-1.271388e+001	-1.252681e+002	-1.379820e+002
1022	0.13925	0.161392	2.48469	3.37189	2.9558	1.61325	2.99121	1.84532	-1.271388e+001	-1.245537e+002	-1.372676e+002
1023	0.153564	0.162739	2.87205	3.24742	2.9558	1.5546	2.99121	1.84532	-1.271388e+001	-1.226593e+002	-1.353732e+002
1024	0.153564	0.162739	2.87205	3.24742	2.9558	1.5546	2.99121	1.84532	-1.271388e+001	-1.226593e+002	-1.353732e+002
1025	0.194981	0.162739	2.87205	3.24742	2.9558	1.5546	2.91553	1.84532	-1.271388e+001	-1.243686e+002	-1.370825e+002
1026	0.150895	0.183956	2.87205	2.7498	2.9558	1.5546	2.91553	1.84532	-1.271388e+001	-1.234581e+002	-1.361720e+002
1027	0.150895	0.163728	2.87205	3.33341	3.32009	1.5546	2.86487	1.71241	-1.271388e+001	-1.260038e+002	-1.387177e+002
1028	0.150895	0.163728	3.00734	3.29084	3.32009	1.49511	2.86487	1.76237	-1.271388e+001	-1.251503e+002	-1.378642e+002
1029	0.150895	0.163728	3.00734	3.29084	3.32009	1.49511	2.90706	1.76237	-1.271388e+001	-1.247515e+002	-1.374654e+002
1030	0.150895	0.163728	3.00734	3.29084	3.32009	1.49511	2.90706	1.78464	-1.271388e+001	-1.245675e+002	-1.372814e+002
1031	0.155635	0.175281	3.00734	3.29084	2.94934	1.80683	2.90706	1.78464	-1.271388e+001	-1.237004e+002	-1.364143e+002
1032	0.155635	0.1862	2.69791	3.29084	2.94934	1.61732	2.74278	1.78464	-1.271388e+001	-1.244841e+002	-1.371980e+002
1033	0.155635	0.185116	2.69791	3.29084	2.94934	1.61732	2.74278	2.10438	-1.271388e+001	-1.239809e+002	-1.366948e+002
1034	0.155635	0.185116	2.69791	2.87712	2.94934	1.61732	2.74278	1.77422	-1.271388e+001	-1.244100e+002	-1.371239e+002
1035	0.155635	0.190296	2.98504	2.87712	2.94934	1.55819	2.74278	1.77422	-1.271388e+001	-1.258532e+002	-1.385671e+002
1036	0.131374	0.189878	2.94582	2.87712	2.79238	1.71109	2.74278	1.77422	-1.271388e+001	-1.275910e+002	-1.403049e+002
1037	0.185698	0.154084	2.94582	3.02494	2.79238	1.89135	2.74278	1.77422	-1.271388e+001	-1.262077e+002	-1.389216e+002
1038	0.185698	0.154084	2.58026	3.0537	2.79238	1.89135	2.74278	1.77422	-1.271388e+001	-1.261013e+002	-1.388151e+002
1039	0.185698	0.154084	2.58026	3.0537	2.79238	1.89135	2.74278	1.81158	-1.271388e+001	-1.254689e+002	-1.381828e+002
1040	0.185698	0.159627	2.58026	3.20884	2.79238	1.96351	2.74278	1.81158	-1.271388e+001	-1.265674e+002	-1.392813e+002
1041	0.16675	0.159627	2.58026	3.20884	2.8379	1.79161	3.29842	1.81158	-1.271388e+001	-1.248977e+002	-1.376116e+002
1042	0.16675	0.155204	2.94531	3.20884	2.8379	1.75029	3.29842	1.81158	-1.271388e+001	-1.251253e+002	-1.378392e+002
1043	0.16675	0.162462	2.94531	3.18735	2.8379	1.75029	3.26502	1.81158	-1.271388e+001	-1.240268e+002	-1.367407e+002
1044	0.16675	0.200476	2.94531	3.14863	2.8379	1.75029	3.26502	1.81158	-1.271388e+001	-1.256163e+002	-1.383301e+002
1045	0.16675	0.171979	2.94531	3.14863	2.83233	1.96592	3.26502	1.81158	-1.271388e+001	-1.266810e+002	-1.393949e+002
1046	0.16675	0.171979	2.94531	3.14863	2.83233	1.96592	3.26502	1.80181	-1.271388e+001	-1.264345e+002	-1.391484e+002
1047	0.151303	0.157878	2.94531	3.14863	2.83233	1.70442	2.84346	1.80181	-1.271388e+001	-1.227264e+002	-1.354403e+002
1048	0.151303	0.166185	2.94531	3.22492	2.83233	1.65369	2.84346	1.80181	-1.271388e+001	-1.228558e+002	-1.355697e+002
1049	0.151303	0.158615	2.94531	3.22492	2.83233	1.69751	2.84346	1.80181	-1.271388e+001	-1.228776e+002	-1.355915e+002
1050	0.151303	0.158615	2.94531	2.86065	2.83233	1.76238	2.83752	1.98369	-1.271388e+001	-1.230232e+002	-1.357371e+002
1051	0.151303	0.176125	2.94531	2.86065	2.87991	1.67947	2.83752	2.04632	-1.271388e+001	-1.236498e+002	-1.363637e+002
1052	0.151303	0.18402	2.94531	2.71814	2.87991	1.67947	2.81087	1.94059	-1.271388e+001	-1.234371e+002	-1.361509e+002
1053	0.151303	0.175809	2.94531	2.71814	2.87991	1.67947	2.81087	1.94059	-1.271388e+001	-1.231139e+002	-1.358278e+002
1054	0.151303	0.175809	2.96888	2.71814	2.87991	1.67947	2.81087	1.94059	-1.271388e+001	-1.232067e+002	-1.359206e+002
1055	0.151303	0.175809	2.96888	2.97965	2.87991	1.67947	2.81087	1.94059	-1.271388e+001	-1.222244e+002	-1.349383e+002
1056	0.151303	0.177372	2.96888	2.97965	2.87991	1.6752	2.81087	1.94059	-1.271388e+001	-1.222782e+002	-1.349921e+002
1057	0.151303	0.177372	2.96888	2.97965	2.87991	1.67231	2.83089	1.94059	-1.271388e+001	-1.222718e+002	-1.349856e+002
1058	0.16358	0.177372	2.96888	2.97965	2.87991	1.79201	2.83089	1.9606	-1.271388e+001	-1.223318e+002	-1.350457e+002
1059	0.176763	0.177372	2.96888	3.04456	2.80441	1.79201	2.83089	1.9606	-1.271388e+001	-1.222750e+002	-1.349888e+002
1060	0.176763	0.177372	2.93728	2.99896	2.80441	1.79201	2.83089	1.9606	-1.271388e+001	-1.221768e+002	-1.348906e+002
1061	0.181816	0.177372	2.93728	3.2914	2.80441	1.62896	2.83089	1.9606	-1.271388e+001	-1.237466e+002	-1.364604e+002
1062	0.144873	0.177372	2.39175	3.2914	2.80441	1.62896	2.9912	1.81116	-1.271388e+001	-1.244064e+002	-1.371203e+002
1063	0.144873	0.177372	2.39175	3.2914	2.80441	1.85113	2.90639	1.78292	-1.271388e+001	-1.243585e+002	-1.370724e+002
1064	0.144873	0.182445	2.39175	2.87884	2.77222	1.85113	2.90639	1.89819	-1.271388e+001	-1.241188e+002	-1.368327e+002
1065	0.176585	0.1526	2.39175	2.87884	2.77222	1.85113	2.90639	1.79198	-1.271388e+001	-1.240790e+002	-1.367929e+002
1066	0.176585	0.1526	2.62648	2.87884	2.73277	1.85113	2.90639	1.79198	-1.271388e+001	-1.227455e+002	-1.354594e+002
1067	0.176585	0.1526	2.62648	3.11678	2.73277	1.69764	2.90639	1.79198	-1.271388e+001	-1.229734e+002	-1.356873e+002
1068	0.176585	0.159596	2.62648	3.11678	2.73277	1.67818	2.90639	1.79198	-1.271388e+001	-1.226776e+002	-1.353915e+002
1069	0.176585	0.144179	2.74716	3.11678	2.73277	1.79315	3.00773	1.79198	-1.271388e+001	-1.229738e+002	-1.356876e+002
1070	0.176585	0.144179	2.74716	3.11678	2.73277	1.79892	3.00773	1.79198	-1.271388e+001	-1.229690e+002	-1.356828e+002
1071	0.176585	0.180338	2.74716	3.27076	2.73277	1.69897	3.00773	1.80762	-1.271388e+001	-1.222887e+002	-1.350026e+002
1072	0.180649	0.180338	2.74716	3.27076	2.74714	1.69897	3.00773	1.80762	-1.271388e+001	-1.224351e+002	-1.351490e+002
1073	0.145266	0.194329	2.74716	3.03193	2.74714	1.69897	2.962	1.80762	-1.271388e+001	-1.232822e+002	-1.359961e+002
1074	0.145266	0.194329	2.74716	3.03193	2.70391	1.69897	2.962	1.80762	-1.271388e+001	-1.236719e+002	-1.363858e+002
1075	0.145266	0.162419	2.74716	3.03193	2.70391	1.79101	3.02089	1.80762	-1.271388e+001	-1.219993e+002	-1.347131e+002
